,datetime,p2,wind
20892,44672.04097,0.93,7.7
20893,44672.18681,0.9,14.3
20894,44672.19028,0.95,8.6
20895,44672.19375,0.73,9.4
20896,44672.19722,0.8,8.2
20897,44672.20069,0.75,8.4
20898,44672.20417,0.73,11.3
20899,44672.20764,0.81,10.3
20900,44672.211110000004,0.77,12.7
20901,44672.21458,0.77,8.3
20902,44672.21806,0.68,9.8
20903,44672.22153,0.73,9.5
20904,44672.23194,0.64,7.7
20905,44672.23542,0.53,9.0
20906,44672.23889,0.57,9.1
20907,44672.242360000004,0.61,9.4
20908,44672.24583,0.63,9.3
20909,44672.25625,0.72,9.1
20910,44672.25972,0.76,10.0
20911,44672.26319,0.76,7.0
20912,44672.26667,0.74,8.5
20913,44672.27014,0.57,7.0
20914,44672.29444,0.72,7.8
20915,44672.29792,0.86,6.7
20916,44672.30139,0.82,6.0
20917,44672.304860000004,0.76,5.6
20918,44672.30833,0.67,4.3
20919,44672.31181,0.75,4.8
20920,44672.31528,0.66,5.0
20921,44672.31875,0.68,3.1
20922,44672.32222,0.65,5.3
20923,44672.32569,0.67,4.5
20924,44672.32917,0.63,5.0
20925,44672.33264,0.59,5.5
20926,44672.336110000004,0.68,6.5
20927,44672.33958,0.77,4.7
20928,44672.34306,0.63,6.9
20929,44672.34653,0.78,6.4
20930,44672.35,0.88,6.2
20931,44672.35347,0.78,5.5
20932,44672.35694,0.78,6.1
20933,44672.36042,0.59,6.4
20934,44672.36389,0.54,6.6
20935,44672.367360000004,0.49,5.9
20936,44672.37083,0.42,7.3
20937,44672.38194,0.44,6.2
20938,44672.39167,0.49,7.2
20939,44672.39514,0.6,8.6
20940,44672.398610000004,0.61,9.1
20941,44672.40208,0.7,9.7
20942,44672.40556,0.76,8.8
20943,44672.40903,0.84,9.4
20944,44672.4125,0.69,9.8
20945,44672.41597,0.69,8.4
20946,44672.42639,0.59,12.4
20947,44672.429860000004,0.6,11.7
20948,44672.465280000004,0.49,10.8
20949,44673.56181,1.34,8.9
20973,44673.68333,4.08,10.0
21036,44673.94028,0.65,8.4
21037,44673.94375,0.53,9.4
21038,44673.94722,9.85,7.5
21039,44673.95069,0.75,8.8
21040,44673.95417,0.74,8.6
21041,44673.95764,0.65,10.6
21042,44673.961110000004,1.06,9.5
21043,44673.96458,0.73,10.4
21044,44673.96806,0.59,9.8
21045,44673.97847,0.6,8.9
21046,44673.98194,0.69,0.1
21047,44673.98542,0.71,10.2
21048,44673.98889,0.63,9.0
21049,44673.992360000004,0.62,0.1
21050,44674.00278,0.62,10.8
21051,44674.00625,0.57,8.3
21052,44674.00972,0.66,8.4
21053,44674.01319,0.56,8.6
21054,44674.01667,0.67,11.9
21055,44674.02014,0.64,11.0
21056,44674.03056,0.82,9.8
21057,44674.03403,0.74,9.1
21058,44674.0375,0.66,8.2
21059,44674.04097,0.57,7.0
21060,44674.04444,0.58,8.0
21061,44674.04792,0.6,6.9
21062,44674.05833,0.64,5.7
21063,44674.06875,0.63,4.7
21064,44674.07222,0.79,4.6
21065,44674.07569,0.8,5.4
21066,44674.07917,0.63,2.8
21067,44674.08264,0.82,2.9
21068,44674.086110000004,0.56,3.9
21069,44674.08958,0.57,3.0
21070,44674.1,0.51,2.7
21071,44674.10347,0.44,3.5
21072,44674.10694,0.44,2.4
21073,44674.11806,0.46,2.6
21074,44674.12083,0.55,3.7
21075,44674.12431,0.53,3.0
21076,44674.12778,0.59,3.9
21077,44674.13125,0.84,4.7
21078,44674.13472,0.78,1.5
21079,44674.13819,0.72,1.9
21080,44674.14167,0.86,2.6
21081,44674.14514,0.82,3.0
21082,44674.148610000004,0.81,3.2
21083,44674.15903,1.34,3.0
21084,44674.1625,1.28,2.8
21085,44674.18681,1.35,6.4
21086,44674.19028,1.2,5.2
21087,44674.19375,1.93,5.6
21088,44674.20417,1.13,4.5
21089,44674.20764,1.43,4.3
21090,44674.211110000004,2.26,3.2
21091,44674.21458,1.56,5.4
21092,44674.21806,1.38,3.6
21093,44674.22153,1.1,4.7
21094,44674.225,1.08,4.0
21095,44674.22847,1.12,6.7
21096,44674.23889,1.51,4.3
21097,44674.242360000004,1.06,7.1
21098,44674.24583,1.01,4.5
21099,44674.24931,0.93,3.6
21100,44674.25278,0.96,3.9
21101,44674.25625,0.83,5.9
21102,44674.25972,0.7,4.8
21103,44674.26319,0.8,5.6
21111,44674.29097,0.69,5.4
21112,44674.298610000005,0.68,4.3
21113,44674.30139,0.76,5.5
21114,44674.31181,0.64,5.2
21115,44674.31528,0.64,3.1
21116,44674.31875,0.63,3.7
21117,44674.32222,0.71,6.3
21118,44674.32569,0.56,3.9
21119,44674.32917,0.65,4.1
21120,44674.33264,0.72,4.8
21121,44674.336110000004,1.42,3.2
21122,44674.35,0.75,2.3
21124,44674.35694,0.46,4.1
21125,44674.36042,1.07,3.9
21126,44674.36389,0.95,1.9
21127,44674.367360000004,0.57,4.1
21128,44674.37083,0.55,1.4
21129,44674.38125,0.59,2.1
21130,44674.38472,0.51,3.3
21131,44674.38819,0.44,4.6
21132,44674.39167,0.5,2.9
21133,44674.40208,0.67,3.4
21134,44674.41667,0.92,2.5
21135,44674.420139999995,0.56,3.8
21136,44674.42292,0.54,2.5
21137,44674.42639,0.54,1.2
21138,44674.429860000004,0.64,0.6
21139,44674.43333,0.48,0.5
21140,44674.43681,0.48,1.5
21141,44674.44028,0.53,0.9
21142,44674.45069,0.55,2.5
21146,44674.46458,0.46,2.0
21163,44674.57222,0.46,4.5
21250,44674.95417,2.65,5.9
21251,44674.95764,0.43,5.7
21254,44674.96806,0.61,5.1
21255,44674.97153,0.64,4.7
21256,44674.975,0.69,4.9
21257,44674.98542,0.61,3.6
21258,44674.98889,0.56,3.2
21259,44674.992360000004,0.55,2.9
21260,44674.99583,0.65,3.7
21261,44674.99931,0.44,3.6
21262,44675.00278,0.5,2.1
21263,44675.01319,0.74,2.9
21264,44675.01667,1.12,2.7
21265,44675.02014,1.11,2.9
21266,44675.023610000004,0.81,0.1
21267,44675.02708,0.83,5.1
21268,44675.03056,0.62,5.2
21269,44675.03403,0.65,7.3
21270,44675.0375,0.71,6.8
21271,44675.04097,0.71,8.0
21272,44675.04444,0.61,7.8
21273,44675.04792,0.55,6.6
21274,44675.05139,0.53,7.8
21292,44675.12431,0.64,6.0
21293,44675.12778,0.4,7.9
21294,44675.13125,0.52,6.7
21295,44675.13472,0.56,6.5
21296,44675.13819,0.41,7.1
21297,44675.148610000004,0.49,6.4
21298,44675.15208,0.4,7.4
21299,44675.15556,0.34,6.5
21300,44675.15903,0.46,4.8
21301,44675.1625,0.31,6.9
21302,44675.179860000004,0.29,7.7
21303,44675.18333,0.3,7.9
21304,44675.18681,0.45,8.1
21305,44675.19028,0.46,6.9
21306,44675.20069,0.52,5.4
21307,44675.211110000004,0.49,8.3
21308,44675.21458,0.58,8.1
21309,44675.21806,0.55,5.1
21310,44675.22153,0.61,7.0
21311,44675.225,0.61,7.5
21312,44675.22847,0.56,10.5
21313,44675.23194,0.56,7.8
21314,44675.23542,0.45,5.2
21315,44675.23889,0.47,6.8
21316,44675.242360000004,0.51,6.5
21317,44675.24583,0.4,5.9
21318,44675.26042,0.48,6.7
21332,44675.32222,0.76,6.3
21333,44675.32569,0.5,7.2
21334,44675.336110000004,0.37,7.7
21335,44675.33958,0.49,5.9
21336,44675.34306,0.44,6.7
21337,44675.34653,0.39,6.1
21338,44675.35,0.4,5.3
21339,44675.35347,0.48,4.3
21340,44675.35694,0.49,6.0
21341,44675.36042,0.51,3.7
21342,44675.36389,0.58,6.4
21343,44675.367360000004,0.38,4.8
21344,44675.37778,0.39,5.9
21345,44675.38125,0.36,3.3
21346,44675.38472,0.51,3.9
21347,44675.38819,0.42,3.5
21348,44675.39167,0.49,3.3
21349,44675.39514,0.57,2.8
21350,44675.398610000004,0.68,1.7
21351,44675.40208,0.56,3.2
21352,44675.40556,0.64,3.0
21353,44675.40903,0.74,4.4
21354,44675.4125,0.76,4.3
21355,44675.41597,0.83,3.7
21356,44675.41944,0.72,3.5
21357,44675.429860000004,0.73,3.1
21365,44675.46458,0.78,4.6
21381,44675.54097,0.78,7.0
21485,44675.95417,1.15,7.1
21486,44675.95764,1.25,7.0
21488,44675.96458,1.22,6.3
21489,44675.96806,1.04,5.7
21490,44675.97153,0.95,6.9
21491,44675.975,1.37,6.7
21505,44676.0375,1.36,6.7
21506,44676.04097,1.02,7.0
21507,44676.04444,1.03,7.4
21508,44676.04792,0.84,6.4
21509,44676.05139,0.75,6.5
21510,44676.054860000004,0.85,7.8
21511,44676.05833,0.72,8.0
21512,44676.06181,0.73,7.1
21513,44676.07222,0.72,8.3
21514,44676.07569,0.88,8.0
21515,44676.07917,0.73,8.1
21516,44676.08264,0.75,7.9
21517,44676.086110000004,0.78,8.6
21518,44676.08958,0.8,8.7
21519,44676.09306,0.71,7.9
21520,44676.09653,0.84,8.5
21521,44676.10417,0.85,9.7
21535,44676.16597,1.76,8.4
21536,44676.16944,1.22,7.1
21537,44676.17292,1.85,7.8
21538,44676.17639,2.12,8.6
21539,44676.179860000004,1.4,6.9
21540,44676.18333,1.12,9.3
21541,44676.18681,1.29,7.6
21542,44676.19028,1.34,8.2
21543,44676.19375,1.26,11.1
21544,44676.19722,1.1,6.6
21545,44676.20069,1.09,8.4
21546,44676.20417,1.05,8.9
21547,44676.20764,1.05,6.9
21548,44676.211110000004,1.08,7.4
21549,44676.21458,1.2,7.5
21550,44676.21806,1.14,9.1
21551,44676.22153,1.03,9.7
21552,44676.225,1.01,8.3
21553,44676.22847,1.12,6.3
21554,44676.23194,0.98,8.3
21555,44676.23542,1.21,9.4
21556,44676.24583,1.14,8.9
21557,44676.24931,1.11,7.5
21558,44676.25278,1.14,9.0
21559,44676.25625,1.1,7.5
21560,44676.26667,1.15,8.5
21561,44676.27014,1.74,9.4
21562,44676.273610000004,1.87,7.9
21563,44676.27708,1.58,7.8
21564,44676.28056,1.38,6.6
21565,44676.28403,1.41,8.7
21566,44676.2875,1.27,7.4
21567,44676.29097,1.53,5.7
21568,44676.29444,1.67,6.3
21569,44676.29792,1.86,6.2
21570,44676.30139,2.55,3.6
21571,44676.304860000004,1.45,5.4
21572,44676.30833,1.16,5.6
21573,44676.31181,1.16,5.7
21574,44676.31528,1.23,6.1
21575,44676.31875,1.58,5.3
21576,44676.32222,1.45,6.2
21577,44676.32569,1.3,2.9
21578,44676.32917,1.29,5.5
21579,44676.33264,1.45,4.2
21580,44676.336110000004,1.33,3.5
21581,44676.33958,1.33,3.8
21582,44676.34306,1.43,3.3
21583,44676.34653,1.4,2.7
21584,44676.35,1.18,4.4
21585,44676.35347,1.09,4.0
21586,44676.35694,1.04,2.9
21587,44676.36042,1.1,2.1
21588,44676.36389,1.12,1.8
21589,44676.367360000004,1.15,3.9
21590,44676.37083,1.72,3.0
21591,44676.37431,1.44,4.5
21592,44676.37778,1.76,4.6
21593,44676.38125,1.54,4.5
21594,44676.38472,1.82,3.9
21598,44676.398610000004,1.35,4.2
21615,44676.46458,1.29,4.5
21624,44676.5375,1.29,5.0
21662,44676.66944,2.51,9.3
21663,44676.67292,0.77,9.6
21732,44676.94444,1.97,7.9
21733,44676.94792,1.98,0.1
21752,44677.023610000004,1.72,8.2
21753,44677.02708,0.92,8.0
21754,44677.03056,0.9,8.9
21755,44677.03403,0.77,9.8
21756,44677.0375,0.89,9.3
21757,44677.04097,0.71,10.3
21758,44677.04444,0.7,9.9
21759,44677.05556,0.76,9.3
21777,44677.13542,1.73,11.3
21778,44677.138889999995,1.87,11.9
21779,44677.142360000005,1.74,14.0
21780,44677.14583,1.77,11.4
21781,44677.14931,1.64,10.6
21782,44677.152780000004,1.53,13.5
21783,44677.15556,1.52,12.0
21784,44677.15903,1.82,10.8
21785,44677.1625,1.66,12.9
21786,44677.16597,1.58,12.6
21787,44677.16944,1.68,11.8
21788,44677.17292,1.63,9.4
21789,44677.18056,2.51,13.4
21790,44677.184030000004,2.14,10.7
21791,44677.1875,1.8,12.0
21792,44677.19792,2.23,13.0
21793,44677.201389999995,2.96,11.3
21794,44677.21181,2.21,10.5
21797,44677.222219999996,1.34,12.9
21798,44677.22569,1.26,10.8
21799,44677.22917,1.08,12.8
21800,44677.232639999995,1.46,11.3
21801,44677.236110000005,1.52,12.0
21802,44677.23958,1.38,10.8
21803,44677.24306,1.4,10.6
21804,44677.246530000004,1.49,8.6
21805,44677.25,1.55,9.3
21806,44677.253469999996,1.21,9.6
21807,44677.25694,1.18,9.0
21808,44677.26042,1.03,10.3
21809,44677.263889999995,1.06,9.0
21810,44677.267360000005,0.96,9.3
21811,44677.27083,1.03,7.7
21812,44677.28125,1.55,7.1
21813,44677.284719999996,1.14,9.0
21814,44677.28819,1.61,8.8
21815,44677.29167,1.23,6.6
21816,44677.295139999995,0.95,7.7
21817,44677.298610000005,1.04,9.4
21818,44677.30208,1.05,7.9
21819,44677.30556,1.24,7.5
21820,44677.309030000004,1.57,7.1
21821,44677.3125,1.79,6.9
21822,44677.315969999996,1.65,7.8
21823,44677.31944,1.62,12.0
21824,44677.32292,1.52,6.4
21825,44677.326389999995,1.35,9.3
21826,44677.329860000005,1.39,8.2
21827,44677.33333,1.42,7.8
21828,44677.33681,1.39,7.7
21829,44677.340280000004,1.22,8.0
21830,44677.34375,1.26,7.5
21831,44677.347219999996,1.23,8.1
21832,44677.35069,1.34,7.4
21833,44677.361110000005,1.3,7.1
21834,44677.36458,1.44,8.5
21835,44677.36806,1.34,8.0
21836,44677.371530000004,2.39,7.2
21837,44677.375,1.43,8.0
21838,44677.378469999996,2.13,7.4
21839,44677.38194,2.1,8.9
21840,44677.38542,1.93,11.8
21841,44677.388889999995,3.78,10.4
21842,44677.392360000005,2.67,10.8
21843,44677.39583,2.8,10.6
21844,44677.39931,2.38,9.6
21845,44677.402780000004,2.86,8.5
21846,44677.40625,2.66,10.0
21847,44677.409719999996,2.88,9.4
21848,44677.41319,2.47,11.8
21849,44677.423610000005,2.23,10.0
21859,44677.465280000004,2.19,9.1
21880,44677.53819,2.19,11.6
22006,44678.21806,3.15,9.5
22007,44678.22153,2.82,11.0
22008,44678.225,2.37,11.6
22009,44678.22847,2.04,10.1
22010,44678.23194,1.69,12.1
22011,44678.23542,1.66,10.0
22025,44678.28403,1.0,8.2
22026,44678.2875,1.7,7.5
22075,44678.46458,1.01,6.3
22119,44678.6875,6.58,11.6
22120,44678.690969999996,1.81,11.2
22170,44678.94375,1.68,11.2
22171,44678.94722,0.95,12.3
22197,44679.05833,2.38,14.1
22198,44679.06181,0.94,14.4
22199,44679.06528,1.21,11.2
22200,44679.06875,1.13,14.0
22201,44679.07222,1.1,13.4
22202,44679.07569,1.07,14.8
22203,44679.07917,1.08,13.5
22204,44679.08264,1.81,13.9
22205,44679.086110000004,2.4,14.4
22206,44679.08958,0.97,14.8
22207,44679.09306,1.67,13.4
22208,44679.09653,0.91,15.6
22209,44679.1,0.87,15.3
22210,44679.10347,0.79,13.6
22211,44679.10694,0.81,15.0
22212,44679.11042,0.83,15.7
22213,44679.11389,0.8,15.6
22214,44679.117360000004,0.78,15.4
22220,44679.15208,1.12,14.7
22221,44679.15556,1.06,16.5
22222,44679.15903,1.14,14.7
22223,44679.1625,1.14,14.5
22224,44679.16597,0.96,16.4
22225,44679.16944,0.88,13.5
22226,44679.17708,0.74,14.2
22227,44679.18056,0.68,12.3
22228,44679.184030000004,0.75,11.3
22229,44679.18681,0.82,13.1
22230,44679.19028,0.75,11.5
22231,44679.19375,0.72,12.5
22232,44679.19722,0.81,12.3
22233,44679.20069,2.27,11.9
22234,44679.20417,0.8,12.7
22235,44679.20764,0.85,12.9
22236,44679.211110000004,0.96,11.9
22237,44679.22569,0.9,11.3
22238,44679.22917,0.89,13.0
22239,44679.232639999995,0.86,11.2
22240,44679.236110000005,0.87,10.3
22241,44679.23958,0.88,9.5
22242,44679.24306,0.99,10.6
22243,44679.246530000004,1.25,10.8
22244,44679.25,1.05,11.4
22245,44679.253469999996,1.02,13.0
22246,44679.25694,1.07,11.4
22247,44679.26042,0.88,13.3
22248,44679.263889999995,0.73,11.1
22249,44679.267360000005,0.77,11.0
22250,44679.27083,0.92,10.0
22251,44679.27431,0.88,11.2
22252,44679.277780000004,0.76,9.9
22253,44679.28125,0.73,10.2
22254,44679.284719999996,0.78,9.6
22255,44679.28819,0.74,11.3
22256,44679.29167,0.86,9.1
22265,44679.32222,0.94,9.5
22267,44679.32917,0.81,7.4
22268,44679.33264,0.82,8.0
22269,44679.336110000004,0.78,10.9
22270,44679.33958,0.94,10.4
22271,44679.34306,1.38,10.5
22272,44679.34653,1.46,12.5
22273,44679.35,1.56,11.8
22287,44679.40208,1.1,10.8
22288,44679.40556,0.99,10.0
22289,44679.40903,1.0,10.8
22290,44679.4125,0.99,9.6
22291,44679.41597,1.07,10.0
22292,44679.41944,1.14,10.3
22293,44679.42292,0.95,10.5
22294,44679.42639,1.07,11.8
22300,44679.46458,1.15,9.5
22313,44679.54097,1.15,12.8
22409,44679.954860000005,1.6,15.4
22461,44680.17292,0.77,8.0
22462,44680.17639,0.85,8.6
22463,44680.18681,0.76,9.7
22464,44680.19028,0.9,10.1
22465,44680.19375,0.89,10.5
22466,44680.19722,0.86,11.1
22467,44680.20069,0.74,11.6
22468,44680.20417,0.7,9.7
22469,44680.20764,0.73,12.3
22470,44680.211110000004,0.55,9.7
22471,44680.21458,0.59,12.8
22472,44680.21806,0.55,8.6
22473,44680.22153,0.53,9.9
22474,44680.225,0.54,10.8
22475,44680.22847,0.5,14.1
22476,44680.23194,0.49,12.4
22477,44680.23542,0.47,12.5
22478,44680.23889,1.31,10.5
22479,44680.242360000004,0.56,11.3
22480,44680.25625,0.54,12.0
22481,44680.25972,0.52,12.9
22482,44680.26319,0.6,12.3
22483,44680.26667,0.51,12.7
22484,44680.27014,0.53,13.3
22485,44680.273610000004,0.65,9.8
22486,44680.27708,0.51,11.6
22487,44680.28056,0.53,10.8
22488,44680.28403,1.23,13.2
22489,44680.2875,0.55,12.2
22490,44680.29097,0.51,13.2
22491,44680.29444,0.52,12.5
22492,44680.29792,1.05,12.0
22493,44680.30139,0.52,11.0
22494,44680.304860000004,1.34,12.8
22495,44680.32569,0.62,13.1
22518,44680.46458,0.5,9.1
22534,44680.5375,0.5,10.1
22577,44680.75278,4.18,6.2
22627,44680.94444,1.17,0.1
22686,44681.18056,2.17,2.8
22687,44681.184030000004,1.07,4.1
22688,44681.1875,0.82,4.0
22689,44681.190969999996,0.74,3.8
22690,44681.19444,1.02,3.1
22691,44681.19792,0.6,4.2
22692,44681.201389999995,0.78,4.5
22693,44681.21181,0.72,4.0
22694,44681.215280000004,0.64,3.8
22697,44681.22569,1.11,5.3
22698,44681.22917,0.58,6.2
22699,44681.232639999995,0.62,6.3
22700,44681.236110000005,0.86,4.9
22701,44681.23958,0.88,6.1
22702,44681.24306,0.99,5.4
22703,44681.246530000004,0.94,6.8
22704,44681.25,0.92,6.0
22705,44681.253469999996,0.71,6.1
22706,44681.25694,0.84,5.5
22707,44681.26042,0.84,6.8
22708,44681.263889999995,0.78,6.3
22709,44681.267360000005,0.73,5.9
22710,44681.27083,0.73,9.0
22711,44681.27431,0.79,7.5
22712,44681.27708,0.73,5.0
22713,44681.28056,0.79,9.1
22714,44681.28403,0.62,6.3
22715,44681.2875,0.57,6.8
22716,44681.29097,0.73,6.5
22717,44681.29444,0.67,4.5
22718,44681.29792,0.68,8.0
22719,44681.31181,0.73,6.7
22720,44681.31528,0.6,3.8
22721,44681.31875,0.64,4.3
22722,44681.32222,0.62,4.5
22723,44681.32569,0.59,5.0
22724,44681.32917,0.65,6.4
22725,44681.33958,0.77,3.4
22726,44681.34306,0.64,5.4
22727,44681.34653,1.09,5.0
22728,44681.35,0.82,5.9
22729,44681.357639999995,0.88,5.0
22730,44681.36806,2.68,3.4
22744,44681.46458,3.15,1.0
22748,44681.58264,3.15,2.1
22819,44681.94722,1.2,2.5
22820,44681.95069,0.86,2.6
22821,44681.95833,1.32,2.1
22822,44681.96181,0.94,2.5
22823,44681.965280000004,0.88,2.2
22824,44681.96875,0.88,2.3
22825,44681.972219999996,0.75,2.0
22826,44681.98194,0.79,2.2
22827,44681.98542,0.85,2.0
22828,44681.98889,0.8,1.8
22829,44681.992360000004,0.84,1.7
22830,44681.99583,0.94,1.4
22831,44681.99931,0.9,1.2
22832,44682.00278,0.81,0.7
22833,44682.04097,0.81,0.1
22834,44682.05139,0.68,0.1
22835,44682.054860000004,0.77,0.5
22836,44682.05833,0.83,1.2
22837,44682.06181,0.79,1.4
22838,44682.06528,0.75,2.1
22839,44682.06875,0.68,2.3
22840,44682.07222,0.66,2.4
22841,44682.07569,0.59,2.0
22842,44682.07917,0.67,2.4
22843,44682.08264,0.74,1.4
22844,44682.1,0.66,1.8
22845,44682.10347,0.66,2.3
22846,44682.10694,0.7,2.8
22847,44682.11042,0.65,2.9
22848,44682.11389,0.63,2.3
22849,44682.117360000004,0.6,1.6
22850,44682.12083,0.76,3.2
22851,44682.12431,0.72,2.7
22852,44682.12778,0.81,2.1
22853,44682.13125,0.83,2.8
22854,44682.13472,0.76,3.7
22855,44682.13819,0.84,2.8
22856,44682.14167,0.93,1.4
22857,44682.14514,0.83,3.5
22858,44682.148610000004,0.87,2.1
22859,44682.15208,0.78,3.2
22860,44682.15556,0.7,1.6
22872,44682.211110000004,0.64,0.6
22873,44682.21458,0.59,2.2
22874,44682.21806,0.51,2.3
22878,44682.236110000005,0.81,1.1
22879,44682.23958,1.02,1.9
22880,44682.24306,0.83,3.2
22881,44682.246530000004,0.69,2.2
22882,44682.25,0.76,2.5
22883,44682.253469999996,0.74,2.3
22884,44682.25694,0.71,1.5
22885,44682.26042,0.73,3.1
22886,44682.263889999995,0.72,3.3
22887,44682.267360000005,0.71,2.0
22888,44682.27083,0.72,1.7
22889,44682.273610000004,0.73,2.7
22890,44682.27708,0.72,0.9
22891,44682.28056,0.79,1.0
22892,44682.28403,0.81,1.3
22893,44682.2875,0.86,1.6
22894,44682.29097,0.93,2.0
22895,44682.29444,1.11,0.6
22896,44682.29792,0.96,4.8
22897,44682.30833,0.82,5.0
22898,44682.31181,1.11,4.8
22899,44682.31528,0.94,4.2
22900,44682.33264,0.93,2.6
22901,44682.336110000004,1.34,3.4
22902,44682.33958,0.98,4.3
22903,44682.34306,1.38,3.7
22904,44682.35347,1.19,3.8
22905,44682.35694,1.18,4.0
22906,44682.36042,1.09,3.5
22907,44682.36389,1.04,3.0
22908,44682.367360000004,1.15,2.9
22909,44682.375,1.2,3.5
22910,44682.378469999996,1.21,3.8
22911,44682.38194,1.12,4.4
22912,44682.38542,0.82,4.2
22913,44682.388889999995,1.94,4.4
22914,44682.392360000005,0.95,5.1
22915,44682.39583,0.92,5.2
22916,44682.39931,0.89,5.0
22917,44682.402780000004,0.91,4.6
22918,44682.41319,0.84,2.9
22919,44682.41667,0.85,2.8
22920,44682.420139999995,0.92,3.4
22921,44682.423610000005,6.01,4.7
22923,44682.43056,0.89,4.8
22924,44682.434030000004,0.78,4.3
22925,44682.4375,0.88,3.4
22933,44682.46458,0.66,2.8
23060,44682.965280000004,1.68,0.5
23099,44683.12083,0.94,3.1
23100,44683.12431,0.85,1.8
23101,44683.12778,3.98,2.3
23102,44683.13125,6.46,3.3
23154,44683.361110000005,1.05,4.2
23155,44683.36458,1.4,6.1
23156,44683.36806,0.96,6.4
23157,44683.371530000004,0.95,2.4
23158,44683.38194,2.48,1.6
23159,44683.38542,8.13,3.6
23160,44683.388889999995,7.63,3.3
23161,44683.39931,7.68,3.8
23177,44683.46875,7.68,1.8
23194,44683.54097,7.68,2.1
23228,44683.69375,2.41,1.8
23229,44683.69722,4.08,1.9
23295,44683.94792,1.58,2.6
23296,44683.951389999995,1.48,2.3
23297,44683.954860000005,1.88,2.2
23298,44683.95833,1.74,1.2
23299,44683.96181,1.65,0.1
23331,44684.11042,2.26,2.6
23332,44684.11389,1.43,2.7
23333,44684.117360000004,1.36,3.6
23334,44684.125,1.45,2.7
23335,44684.128469999996,1.81,2.9
23336,44684.13194,1.45,4.9
23337,44684.13542,1.33,3.1
23338,44684.138889999995,1.29,4.1
23339,44684.142360000005,1.4,4.0
23340,44684.152780000004,1.25,2.5
23341,44684.15556,1.15,3.7
23342,44684.15903,1.23,2.9
23343,44684.1625,1.29,3.6
23344,44684.16597,1.27,3.0
23345,44684.16944,1.42,5.5
23346,44684.17292,1.28,4.7
23347,44684.17639,1.44,5.4
23350,44684.18681,1.44,3.9
23351,44684.19028,1.49,7.3
23352,44684.19375,1.84,6.5
23353,44684.19722,1.69,5.6
23354,44684.20069,1.44,6.6
23355,44684.20417,1.33,6.0
23356,44684.20764,1.32,6.2
23357,44684.211110000004,1.37,4.7
23358,44684.21458,1.36,6.3
23359,44684.21806,1.2,8.3
23360,44684.22153,1.22,6.4
23361,44684.225,1.34,5.8
23362,44684.23542,1.3,5.6
23363,44684.23889,1.38,5.7
23364,44684.242360000004,1.48,7.7
23365,44684.24583,1.59,7.3
23366,44684.24931,1.58,6.6
23367,44684.25278,1.58,5.2
23368,44684.25625,1.55,4.5
23369,44684.25972,1.7,5.5
23370,44684.26319,1.52,7.5
23371,44684.26667,1.5,6.9
23372,44684.27014,1.46,5.0
23373,44684.273610000004,1.24,9.0
23374,44684.27708,1.34,8.3
23375,44684.28056,1.09,7.3
23376,44684.28403,1.08,7.8
23377,44684.29444,1.37,6.2
23378,44684.29792,1.45,5.6
23379,44684.30139,1.63,6.8
23380,44684.304860000004,1.2,4.4
23381,44684.30833,1.13,4.5
23382,44684.315969999996,0.95,3.0
23383,44684.31944,0.95,6.3
23384,44684.329860000005,1.09,5.7
23385,44684.33333,1.08,6.5
23386,44684.33681,0.87,8.2
23387,44684.340280000004,0.76,8.1
23397,44684.38194,1.4,7.0
23398,44684.38542,0.92,5.8
23399,44684.388889999995,0.94,8.2
23400,44684.392360000005,0.9,3.7
23401,44684.39583,0.93,6.9
23402,44684.39931,0.86,6.3
23403,44684.409719999996,0.8,5.8
23404,44684.420139999995,1.03,5.7
23405,44684.423610000005,0.78,7.4
23406,44684.42708,1.14,6.0
23407,44684.43056,0.86,6.3
23408,44684.434030000004,0.77,4.3
23409,44684.44444,0.86,5.9
23415,44684.465280000004,0.81,2.7
23436,44684.53819,0.81,2.8
23451,44684.65556,3.57,2.5
23452,44684.65903,2.19,2.2
23487,44684.954860000005,0.85,4.3
23491,44684.97569,1.93,3.5
23492,44684.97917,1.01,0.1
23493,44684.98958,0.79,3.2
23494,44684.99306,0.6,2.8
23495,44684.996530000004,0.6,2.7
23496,44685.0,0.57,3.1
23497,44685.013889999995,0.62,2.9
23498,44685.017360000005,0.54,3.3
23499,44685.02083,0.55,3.4
23500,44685.02431,0.62,3.6
23501,44685.027780000004,0.71,4.0
23502,44685.03125,0.63,4.1
23503,44685.034719999996,0.68,3.8
