,datetime,p2,wind
30867,44724.4125,0.33,4.8
30868,44724.41597,0.35,4.4
30869,44724.41944,0.43,4.2
30870,44724.42292,0.52,4.3
30871,44724.42639,0.39,3.9
30872,44724.429860000004,0.42,3.6
30873,44724.43333,0.41,3.4
30874,44724.43681,0.32,3.6
30875,44724.44028,0.4,4.0
30882,44724.46458,0.36,5.1
30901,44724.5375,0.36,7.2
31002,44724.94375,0.71,3.6
31014,44724.99931,0.79,4.0
31015,44725.00278,0.79,3.6
31016,44725.00625,0.62,3.2
31017,44725.00972,0.61,2.7
31018,44725.01319,0.65,3.1
31019,44725.01667,0.68,2.7
31020,44725.02014,0.56,2.9
31021,44725.023610000004,0.5,3.3
31139,44725.46458,0.44,3.9
31159,44725.54097,0.44,2.5
31209,44725.77708,5.78,4.2
31306,44726.46458,3.68,5.3
31326,44726.59375,3.68,3.1
31381,44726.7875,4.97,3.3
31423,44726.94028,1.8,3.0
31426,44726.95069,1.5,3.6
31427,44726.95417,1.7,3.1
31428,44726.95764,1.37,3.5
31429,44726.961110000004,1.24,3.8
31430,44726.96458,1.39,3.6
31431,44726.96806,1.23,3.3
31432,44726.97153,1.33,3.1
31433,44726.975,2.41,3.3
31434,44726.97847,0.98,3.4
31435,44726.98194,1.18,2.8
31436,44726.98542,1.14,2.5
31437,44726.98889,1.24,2.8
31438,44726.992360000004,1.4,3.7
31439,44726.99583,1.52,3.6
31440,44726.99931,1.48,5.2
31441,44727.00278,1.39,5.0
31442,44727.00625,1.38,5.2
31443,44727.00972,1.26,6.1
31444,44727.01319,1.32,6.2
31445,44727.01667,1.22,6.4
31446,44727.02014,1.53,7.3
31447,44727.023610000004,1.17,6.0
31448,44727.02708,1.05,8.0
31449,44727.03056,1.06,7.5
31450,44727.03403,1.05,7.4
31461,44727.07917,1.39,8.6
31462,44727.08264,1.14,8.4
31463,44727.086110000004,1.2,7.7
31464,44727.09653,1.24,7.1
31465,44727.1,1.27,5.4
31466,44727.10347,1.34,6.8
31467,44727.10694,1.54,6.6
31468,44727.11042,1.32,7.9
31469,44727.12083,1.0,7.9
31538,44727.37778,1.73,13.3
31539,44727.38125,1.47,11.4
31540,44727.38472,1.46,13.1
31541,44727.38819,1.9,0.1
31542,44727.39167,1.37,13.1
31543,44727.39514,1.46,12.7
31544,44727.398610000004,1.46,13.4
31545,44727.40208,1.47,13.2
31546,44727.40556,1.58,13.0
31547,44727.40903,1.45,12.9
31548,44727.4125,1.25,12.3
31549,44727.41597,1.27,12.5
31550,44727.41944,1.27,12.9
31551,44727.42292,1.35,13.9
31552,44727.42639,1.69,14.1
31553,44727.429860000004,1.48,13.7
31554,44727.43333,1.62,12.0
31555,44727.43681,4.49,13.4
31556,44727.44028,2.0,9.4
31557,44727.44375,1.88,13.5
31558,44727.44722,1.65,11.7
31559,44727.45069,1.88,11.6
31560,44727.45417,2.04,11.5
31561,44727.45764,1.9,12.2
31562,44727.461110000004,2.16,12.0
31563,44727.46458,1.21,11.7
31569,44727.58264,1.21,11.7
31576,44727.78403,6.76,7.6
31577,44727.94722,1.7,15.0
31578,44727.95069,1.76,12.0
31579,44727.95417,2.01,13.9
31580,44727.95764,2.16,13.4
31581,44727.961110000004,1.64,14.0
31582,44727.96458,1.61,13.4
31583,44727.96806,1.38,12.6
31584,44728.10347,1.99,12.9
31585,44728.10694,2.23,13.8
31586,44728.11042,2.29,13.3
31587,44728.11389,2.09,13.5
31588,44728.117360000004,2.74,13.2
31589,44728.12083,2.16,12.6
31590,44728.12431,2.03,10.8
31591,44728.12778,1.51,13.5
31592,44728.13125,1.64,12.6
31593,44728.13472,1.41,13.4
31594,44728.13819,1.42,13.3
31595,44728.14167,1.39,12.7
31596,44728.14514,1.65,13.4
31597,44728.148610000004,7.36,13.5
31598,44728.15208,2.85,13.4
31599,44728.15556,2.73,12.0
31600,44728.15903,2.33,13.2
31601,44728.1625,2.74,12.3
31602,44728.16597,2.39,12.4
31603,44728.16944,1.84,12.1
31604,44728.17292,1.99,11.7
31605,44728.17639,2.3,11.9
31606,44728.179860000004,1.96,11.7
31607,44728.18333,2.14,11.3
31608,44728.18681,2.6,11.6
31609,44728.19028,2.71,11.1
31610,44728.19375,2.23,10.4
31611,44728.19722,2.29,11.1
31612,44728.211110000004,2.35,8.5
31613,44728.21458,2.46,10.6
31614,44728.21806,2.31,11.8
31615,44728.22153,2.53,12.2
31616,44728.225,3.33,11.2
31617,44728.23542,2.16,12.6
31618,44728.23889,3.51,10.7
31619,44728.242360000004,3.4,13.3
31620,44728.24583,3.7,11.6
31621,44728.24931,3.53,12.3
31622,44728.25278,3.69,11.5
31623,44728.25972,3.84,11.6
31624,44728.26319,3.13,13.2
31625,44728.26667,2.7,12.5
31626,44728.27014,2.86,12.9
31627,44728.273610000004,3.01,13.6
31628,44728.27708,2.73,12.0
31629,44728.28056,2.54,11.9
31630,44728.28403,2.29,10.8
31631,44728.2875,3.25,12.4
31641,44728.46458,3.25,16.3
31661,44728.54097,3.25,14.1
31715,44728.74931,2.97,13.0
31716,44728.75278,3.96,9.6
31759,44728.961110000004,3.34,14.5
31760,44728.96458,1.7,13.8
31761,44728.96806,1.48,14.8
31762,44728.97153,1.34,14.1
31778,44729.03403,1.26,13.6
31779,44729.0375,1.35,14.1
31780,44729.04097,1.33,14.4
31781,44729.04444,1.31,15.8
31782,44729.04792,1.38,14.1
31783,44729.05139,1.35,14.5
31784,44729.054860000004,1.54,15.1
31785,44729.05833,1.43,12.1
31792,44729.08958,1.59,12.5
31793,44729.09306,1.68,12.7
31794,44729.09653,1.85,14.1
31795,44729.1,1.53,15.4
31796,44729.10347,1.4,15.2
31797,44729.10694,1.47,14.7
31798,44729.11042,1.64,14.8
31799,44729.11389,1.49,14.9
31836,44729.24931,1.47,12.3
31837,44729.25278,1.49,10.8
31838,44729.25625,1.36,12.8
31839,44729.26667,1.32,12.9
31840,44729.27708,1.37,12.7
31841,44729.28056,1.94,15.1
31842,44729.28403,1.71,12.8
31843,44729.2875,1.67,13.0
31844,44729.29097,1.38,11.2
31845,44729.29444,1.49,14.0
31846,44729.29792,1.28,14.4
31847,44729.30139,1.3,11.7
31848,44729.304860000004,1.0,15.2
31849,44729.30833,1.1,12.1
31850,44729.31181,1.1,13.9
31851,44729.31528,1.06,11.9
31852,44729.31875,0.9,12.3
31853,44729.32222,0.91,12.6
31854,44729.32569,0.86,13.4
31871,44729.38472,0.85,13.6
31872,44729.38819,0.88,13.8
31873,44729.39167,0.85,13.5
31874,44729.39514,0.84,11.9
31875,44729.398610000004,0.87,12.9
31876,44729.40208,0.86,12.3
31877,44729.40556,0.79,10.6
31878,44729.40903,0.73,13.4
31881,44729.41944,1.18,12.0
31882,44729.42292,1.4,11.8
31883,44729.42639,1.49,13.2
31884,44729.429860000004,1.34,12.5
31885,44729.43333,1.3,13.1
31886,44729.44375,1.45,13.1
31887,44729.44722,1.65,11.7
31888,44729.45069,1.39,10.9
31890,44729.46458,1.62,14.6
31903,44729.5375,1.62,15.4
31924,44729.75625,3.43,11.3
31965,44729.94375,0.52,15.0
31966,44729.94722,0.67,14.6
31967,44729.95069,0.67,15.2
31968,44729.95417,0.57,13.9
31969,44729.95764,0.46,16.2
31970,44729.961110000004,0.49,15.5
31971,44729.97153,0.47,13.9
31972,44729.975,0.52,14.2
31973,44729.97847,0.48,14.5
31974,44729.98194,0.55,10.9
31975,44729.98542,0.53,12.0
31976,44729.98889,0.54,13.4
31977,44729.992360000004,0.7,11.9
31978,44729.99583,0.73,10.4
31979,44730.00625,0.71,13.3
31981,44730.01319,0.96,15.5
31982,44730.01667,0.79,14.1
31983,44730.02014,0.89,11.8
31984,44730.023610000004,0.85,9.3
31985,44730.02708,1.14,0.9
31986,44730.03056,0.95,11.1
31987,44730.03403,1.04,0.1
31988,44730.0375,0.76,13.2
31992,44730.05139,6.51,10.4
31993,44730.054860000004,1.14,9.7
31994,44730.05833,0.82,11.5
31995,44730.06181,0.82,12.2
31996,44730.06528,0.76,9.2
31997,44730.07569,0.65,10.6
31998,44730.07917,0.9,13.4
31999,44730.08264,1.98,0.9
32000,44730.086110000004,1.88,10.6
32001,44730.08958,0.98,11.2
32002,44730.09306,0.65,10.5
32003,44730.09653,0.63,9.8
32004,44730.1,0.64,10.0
32005,44730.10347,0.66,8.7
32006,44730.10694,0.87,7.8
32007,44730.11042,2.59,10.9
32008,44730.11389,0.89,9.6
32009,44730.117360000004,0.72,10.5
32010,44730.12083,0.59,10.8
32011,44730.12431,0.74,10.6
32012,44730.12778,0.68,11.1
32013,44730.13125,0.69,11.6
32014,44730.13472,0.81,12.5
32015,44730.13819,0.59,12.1
32016,44730.14167,0.65,9.9
32017,44730.14514,0.76,11.5
32018,44730.148610000004,0.9,10.5
32019,44730.15208,0.84,12.4
32020,44730.15556,1.9,9.9
32021,44730.15903,0.67,14.2
32022,44730.1625,0.67,9.8
32023,44730.16597,0.68,9.1
32024,44730.16944,0.67,11.9
32025,44730.17292,0.97,12.8
32026,44730.17639,1.04,9.3
32027,44730.179860000004,0.66,12.5
32028,44730.18333,0.95,10.0
32029,44730.18681,1.21,11.2
32030,44730.19028,0.6,11.0
32036,44730.225,1.06,10.3
32037,44730.22847,0.83,10.6
32038,44730.23194,0.72,8.8
32039,44730.242360000004,0.69,11.6
32040,44730.24583,0.75,9.3
32041,44730.24931,0.69,8.5
32042,44730.25278,0.74,11.0
32043,44730.25625,0.73,9.9
32044,44730.25972,0.78,9.7
32045,44730.26319,0.71,13.1
32046,44730.26667,0.78,12.0
32047,44730.27014,0.87,0.1
32048,44730.273610000004,0.61,14.0
32049,44730.27708,0.7,11.3
32050,44730.28056,0.7,12.1
32051,44730.28403,0.68,14.1
32052,44730.2875,0.63,14.4
32053,44730.29097,0.51,0.1
32054,44730.29444,0.66,12.4
32055,44730.29792,0.6,11.7
32056,44730.30139,0.7,11.6
32057,44730.304860000004,0.57,11.9
32058,44730.30833,0.57,12.6
32059,44730.31181,5.0,12.3
32060,44730.32222,1.18,12.1
32061,44730.32569,0.92,11.6
32062,44730.32917,0.92,9.7
32063,44730.33264,1.46,10.1
32064,44730.336110000004,1.06,12.5
32065,44730.33958,1.36,11.6
32066,44730.34306,1.15,10.9
32067,44730.34653,1.03,10.2
32068,44730.35,0.96,12.5
32069,44730.35347,0.97,13.2
32070,44730.35694,0.89,10.5
32071,44730.36042,0.81,9.3
32072,44730.36389,0.87,10.1
32073,44730.367360000004,0.81,10.2
32074,44730.37083,0.61,10.8
32075,44730.37431,0.75,11.6
32076,44730.37778,0.65,11.9
32079,44730.38819,1.44,13.8
32080,44730.39167,1.46,14.2
32086,44730.42292,7.75,11.7
32096,44730.46458,7.75,10.1
32117,44730.57222,7.75,8.1
32218,44730.95069,0.76,5.6
32257,44731.10694,2.81,8.9
32258,44731.11042,0.62,0.7
32259,44731.11389,0.63,0.8
32260,44731.117360000004,0.65,0.7
32261,44731.12083,0.61,7.1
32262,44731.12431,0.58,7.5
32263,44731.12778,0.68,0.6
32264,44731.13819,0.72,0.4
32271,44731.18333,0.52,3.8
32285,44731.23194,0.66,1.6
32286,44731.23542,0.56,0.2
32287,44731.24931,0.56,1.8
32288,44731.25278,0.61,2.6
32289,44731.25625,0.55,1.8
32304,44731.31528,0.67,2.6
32330,44731.41597,1.19,4.2
32331,44731.41944,1.05,3.6
32332,44731.42292,1.25,3.4
32333,44731.42639,1.25,4.0
32334,44731.429860000004,1.04,3.1
32335,44731.43333,1.22,3.0
32336,44731.43681,1.17,3.4
32337,44731.44028,1.44,3.3
32338,44731.44375,1.42,2.9
32339,44731.44722,1.21,3.6
32340,44731.45069,1.07,3.0
32341,44731.45417,1.12,2.9
32342,44731.45764,0.96,3.0
32343,44731.461110000004,0.58,4.0
32344,44731.46458,0.51,4.7
32366,44731.54097,0.48,8.1
32476,44731.94375,2.25,1.8
32477,44731.94722,2.42,1.1
32478,44731.95069,2.97,1.6
32479,44731.95417,1.73,1.1
32482,44731.96458,1.33,2.7
32483,44731.96806,1.42,2.2
32484,44731.97153,1.5,2.5
32485,44731.975,1.39,2.7
32487,44731.98194,1.48,3.0
32488,44731.98542,0.97,3.6
32489,44731.98889,0.79,2.9
32490,44731.992360000004,0.74,3.3
32491,44731.99583,0.79,3.1
32492,44731.99931,0.76,2.9
32493,44732.00278,0.8,3.2
32494,44732.00625,0.75,3.3
32495,44732.00972,0.84,3.0
32496,44732.01319,0.8,3.4
32497,44732.01667,0.81,3.0
32498,44732.02014,0.92,3.5
32499,44732.023610000004,1.08,2.7
32500,44732.02708,0.94,2.2
32501,44732.03056,0.87,3.0
32502,44732.03403,0.88,2.8
32503,44732.0375,1.09,2.7
32504,44732.04097,0.92,2.9
32505,44732.04444,2.25,3.0
32506,44732.054860000004,1.17,4.3
32507,44732.05833,1.0,3.8
32508,44732.06181,1.44,3.4
32509,44732.06528,1.04,2.9
32510,44732.06875,1.13,3.2
32511,44732.07222,1.5,3.4
32512,44732.07569,1.69,3.7
32513,44732.07917,2.33,4.1
32514,44732.08264,1.22,5.5
32515,44732.086110000004,1.28,5.7
32516,44732.08958,1.14,6.7
32517,44732.09306,1.42,7.5
32518,44732.09653,1.7,6.1
32519,44732.10694,1.08,8.0
32520,44732.11042,1.14,8.6
32521,44732.11389,1.15,8.5
32522,44732.117360000004,1.16,9.0
32523,44732.12083,1.15,8.7
32524,44732.12431,1.26,8.4
32525,44732.12778,1.69,8.2
32527,44732.13472,1.12,9.3
32528,44732.13819,1.34,10.2
32529,44732.14167,2.25,9.9
32530,44732.14514,1.14,9.1
32531,44732.148610000004,0.94,9.2
32532,44732.15208,0.91,9.4
32533,44732.15556,0.83,9.5
32534,44732.15903,0.88,8.6
32535,44732.1625,0.9,8.8
32536,44732.16597,0.86,8.7
32537,44732.16944,0.97,7.9
32538,44732.17292,1.06,8.2
32539,44732.17639,0.88,8.3
32540,44732.179860000004,0.87,8.8
32541,44732.18333,0.84,8.5
32542,44732.18681,0.62,8.4
32543,44732.19028,0.72,8.2
32544,44732.19375,0.73,8.8
32545,44732.19722,0.67,8.9
32546,44732.20069,0.66,8.4
32547,44732.20417,0.71,8.5
32548,44732.21458,0.69,8.7
32549,44732.21806,0.86,8.2
32550,44732.22153,0.87,9.3
32551,44732.225,0.66,9.0
32552,44732.22847,0.63,8.7
32553,44732.23194,0.62,9.0
32554,44732.23542,0.51,8.9
32555,44732.23889,0.54,9.5
32556,44732.242360000004,0.63,9.7
32568,44732.29097,1.3,9.5
32569,44732.29444,0.58,9.1
32570,44732.29792,2.05,10.0
32571,44732.30833,3.13,9.2
32572,44732.31181,4.39,8.0
32573,44732.31528,4.72,8.7
32574,44732.31875,4.38,8.2
32575,44732.32222,4.5,9.0
32576,44732.32569,4.28,8.0
32577,44732.32917,5.18,8.5
32612,44732.46458,4.63,10.2
32630,44732.54444,4.63,10.3
32685,44732.75625,4.98,9.2
32747,44732.97847,2.69,7.9
32748,44732.98194,2.27,6.7
32749,44732.98542,3.35,7.5
32750,44732.98889,2.74,6.7
32751,44732.992360000004,2.59,8.3
32752,44732.99583,1.82,7.5
32753,44732.99931,2.08,6.8
32754,44733.00278,1.97,6.6
32755,44733.00625,1.99,6.7
32756,44733.00972,2.16,7.1
32757,44733.01319,2.05,7.4
32758,44733.01667,2.39,8.2
32759,44733.02014,1.89,7.9
32760,44733.023610000004,2.39,8.4
32761,44733.02708,1.84,8.2
32762,44733.03056,2.0,8.6
32763,44733.03403,1.74,8.9
32764,44733.0375,1.71,8.7
32765,44733.04097,2.21,9.5
32766,44733.04444,2.02,9.2
32767,44733.04792,2.37,9.5
32768,44733.05139,2.83,9.3
32769,44733.054860000004,2.35,9.2
32770,44733.05833,2.42,9.0
32771,44733.06181,2.29,8.7
32772,44733.06528,2.76,8.2
32773,44733.06875,2.47,8.3
32774,44733.07222,2.77,9.5
32775,44733.07569,1.9,9.1
32776,44733.07917,2.81,6.7
32777,44733.08264,2.05,10.0
32778,44733.086110000004,2.05,9.9
32779,44733.08958,1.89,10.9
32780,44733.09306,2.19,7.2
32781,44733.09653,2.75,9.3
32805,44733.179860000004,1.97,9.2
32806,44733.18333,2.36,8.1
32807,44733.18681,2.42,7.4
32808,44733.19028,1.77,9.1
32809,44733.19375,2.23,8.0
32810,44733.19722,2.02,8.7
32811,44733.20069,2.06,7.6
32812,44733.20417,1.85,9.2
32813,44733.20764,1.78,10.1
32814,44733.211110000004,1.71,9.8
32815,44733.21458,2.18,10.1
32816,44733.21806,1.53,9.6
32817,44733.22153,1.68,9.9
32818,44733.225,1.91,9.6
32819,44733.22847,2.02,9.5
32820,44733.23194,1.84,10.0
32821,44733.23542,2.24,10.8
32822,44733.24583,1.78,10.6
32823,44733.24931,2.13,10.3
32824,44733.25278,1.69,10.0
32825,44733.25625,2.0,10.7
32826,44733.304860000004,1.77,10.7
32827,44733.31875,1.69,11.5
32828,44733.32917,2.03,12.2
32829,44733.33264,1.85,10.0
32830,44733.336110000004,1.89,12.0
32831,44733.33958,2.59,10.2
32832,44733.34306,2.04,10.0
32833,44733.34653,1.95,10.8
32834,44733.35,2.72,10.9
32835,44733.35347,2.99,10.7
32836,44733.35694,2.89,10.9
32837,44733.367360000004,2.45,8.2
32838,44733.37083,1.94,8.0
32839,44733.37431,2.02,8.4
32840,44733.38472,2.07,7.6
32842,44733.39167,1.6,7.4
32843,44733.39514,1.76,9.1
32844,44733.398610000004,1.55,8.4
32845,44733.40208,1.49,7.9
32846,44733.40556,1.54,8.2
32847,44733.40903,1.49,6.4
32848,44733.4125,1.4,7.5
32849,44733.41597,1.24,6.7
32850,44733.41944,1.37,7.7
32851,44733.42292,1.55,8.3
32852,44733.43333,1.5,6.7
32853,44733.43681,1.39,8.0
32854,44733.44028,1.27,7.7
32855,44733.44375,1.25,7.9
32856,44733.44722,1.68,6.8
32857,44733.45069,1.65,7.7
32858,44733.45417,1.65,8.3
32861,44733.46458,1.56,8.2
32871,44733.5375,1.56,7.5
32886,44734.46806,1.56,10.6
32887,44734.65208,1.56,13.7
32888,44734.74931,1.15,10.7
32910,44736.28056,2.11,10.9
32957,44736.475,0.23,17.4
32973,44736.54097,0.23,22.2
33017,44736.69375,7.55,12.6
33018,44736.69722,3.52,13.6
33118,44737.05833,1.1,8.6
33119,44737.06181,1.35,0.7
33123,44737.07569,1.44,7.4
33124,44737.07917,0.81,5.4
33125,44737.08264,2.57,0.1
33126,44737.086110000004,1.17,5.0
33127,44737.08958,1.49,0.1
33128,44737.09306,1.41,6.2
33129,44737.09653,1.16,0.4
33130,44737.1,1.1,4.4
33131,44737.10347,0.88,2.8
33132,44737.10694,0.92,4.8
33133,44737.11042,0.89,4.7
33134,44737.11389,0.94,4.2
33135,44737.117360000004,0.86,4.8
33136,44737.12083,0.92,4.5
33137,44737.12431,1.11,4.8
33138,44737.12778,0.88,4.3
33139,44737.13125,0.79,2.9
33140,44737.13472,0.91,3.1
33141,44737.13819,0.86,1.8
33142,44737.14167,0.85,4.2
33143,44737.14514,0.89,3.9
33144,44737.148610000004,0.88,5.2
33145,44737.15208,0.88,7.2
33146,44737.15556,0.92,4.9
33147,44737.15903,0.93,5.7
33148,44737.1625,1.04,5.4
33149,44737.16597,1.16,6.3
33150,44737.16944,1.22,3.5
33151,44737.17292,1.06,5.3
33152,44737.17639,1.35,5.4
33153,44737.179860000004,1.35,5.3
33154,44737.18333,1.24,7.6
33155,44737.18681,1.32,8.3
33156,44737.19028,1.01,8.9
33157,44737.19375,0.99,8.6
33158,44737.19722,1.24,7.6
33159,44737.20069,1.11,8.3
33160,44737.20417,0.81,7.7
33161,44737.20764,1.35,8.9
33162,44737.211110000004,1.4,8.5
33163,44737.21458,1.44,9.6
33164,44737.21806,1.45,9.4
33165,44737.22153,1.25,10.6
33167,44737.22847,1.71,9.5
33168,44737.23194,1.26,10.8
33169,44737.23542,1.2,11.5
33170,44737.23889,1.19,10.6
33171,44737.242360000004,1.36,12.1
33172,44737.24583,1.49,12.2
33173,44737.24931,1.59,13.4
33174,44737.25278,1.19,12.3
33175,44737.25625,1.07,12.5
33176,44737.25972,1.52,14.5
33180,44737.273610000004,1.31,13.8
33181,44737.27708,2.77,16.0
33182,44737.28056,1.22,13.8
33183,44737.28403,1.32,14.6
33184,44737.2875,0.96,17.8
33185,44737.29097,1.23,11.3
33186,44737.29444,1.26,16.8
33187,44737.29792,1.51,8.6
33188,44737.30139,1.29,13.5
33189,44737.304860000004,1.29,12.5
33190,44737.30833,1.22,9.7
33191,44737.31181,1.35,11.7
33192,44737.32222,1.21,12.7
33193,44737.32569,1.63,13.9
33194,44737.32917,1.51,0.1
33195,44737.33264,1.3,14.1
33196,44737.336110000004,1.31,0.1
33197,44737.33958,1.53,14.6
33205,44737.46458,1.72,17.0
33214,44737.57222,1.72,17.9
33302,44738.211110000004,2.55,11.6
33303,44738.21458,2.48,10.0
33305,44738.22153,4.8,0.1
33306,44738.225,4.23,15.5
33311,44738.53056,5.06,16.0
33312,44738.54097,5.06,15.2
33338,44739.47847,5.06,8.9
33339,44739.5375,5.06,9.6
33363,44740.46458,5.06,17.6
33368,44740.5375,5.06,22.9
33397,44740.68681,0.21,20.2
33398,44740.69028,0.21,22.3
33399,44740.69375,1.43,20.0
33400,44740.69722,2.34,19.9
33469,44740.94375,0.95,17.1
33471,44740.95069,0.63,14.6
33472,44740.95417,0.74,18.4
33473,44740.95764,0.71,0.1
33474,44740.961110000004,0.74,18.3
33475,44740.96458,0.8,18.1
33476,44740.96806,0.88,19.2
33477,44740.97847,0.72,17.9
33478,44740.992360000004,0.72,0.1
33479,44740.99583,1.03,19.1
33480,44740.99931,1.11,19.0
33481,44741.00278,1.14,21.5
33482,44741.00625,1.26,17.3
33483,44741.00972,1.64,16.8
33484,44741.01319,0.83,17.1
33485,44741.01667,1.04,0.1
33486,44741.02014,1.08,19.2
33487,44741.023610000004,0.86,19.6
33488,44741.02708,0.81,15.6
33489,44741.03056,0.99,0.1
33490,44741.03403,1.01,20.2
33491,44741.0375,0.8,20.8
33492,44741.04097,0.82,19.5
33493,44741.04444,1.04,0.1
33494,44741.04792,1.16,20.1
33495,44741.05139,1.11,0.1
33496,44741.054860000004,0.94,19.8
33497,44741.05833,1.0,0.1
33498,44741.06181,0.78,19.5
33499,44741.07222,0.82,15.2
33500,44741.07569,0.74,0.1
33501,44741.07917,0.78,0.1
33502,44741.08264,0.77,0.1
33503,44741.086110000004,0.71,16.6
33504,44741.08958,0.84,18.7
33505,44741.09306,0.86,0.1
33506,44741.09653,0.69,18.6
33507,44741.1,0.77,0.1
33508,44741.10347,1.03,18.6
33509,44741.10694,0.46,19.5
33510,44741.11042,0.48,17.6
33511,44741.11389,0.45,18.0
33512,44741.117360000004,0.48,14.9
33514,44741.12431,1.7,15.9
33515,44741.12778,0.83,17.2
33516,44741.13125,0.71,14.3
33517,44741.13472,0.92,15.1
33518,44741.13819,1.01,15.7
33519,44741.14167,0.9,14.8
33520,44741.14514,0.84,14.2
33521,44741.148610000004,0.63,13.5
33522,44741.15208,0.55,14.8
33523,44741.15556,0.53,14.3
33524,44741.16597,0.53,19.4
33525,44741.16944,0.47,18.2
33526,44741.17292,0.62,16.3
33527,44741.17639,0.57,15.4
33528,44741.179860000004,0.53,0.1
33529,44741.18333,0.61,16.6
33530,44741.18681,0.53,15.3
33531,44741.19028,0.57,14.6
33532,44741.19375,0.69,14.1
33533,44741.20417,1.13,16.3
33534,44741.20764,0.65,16.5
33535,44741.211110000004,0.6,13.5
33536,44741.21458,2.38,14.8
33537,44741.21806,0.99,0.1
33538,44741.22153,0.95,14.2
33539,44741.225,0.89,0.1
33540,44741.22847,0.95,16.5
33542,44741.23542,1.13,15.4
33543,44741.23889,1.11,17.1
33544,44741.242360000004,0.97,17.2
33545,44741.24583,0.95,18.3
33546,44741.24931,0.92,17.5
33547,44741.25278,0.96,17.2
33548,44741.25625,1.04,15.7
33549,44741.25972,0.67,17.9
33550,44741.26319,0.65,16.0
33554,44741.27708,0.71,15.5
33555,44741.28056,0.86,18.5
33556,44741.29097,0.84,15.1
33557,44741.29444,0.81,17.9
33558,44741.29792,0.64,16.6
33559,44741.30139,0.69,17.1
33560,44741.304860000004,0.75,15.0
33561,44741.30833,0.79,17.9
33562,44741.31181,0.71,18.1
33563,44741.32222,0.65,16.6
33564,44741.32569,0.67,14.5
33565,44741.32917,0.68,12.9
33566,44741.33264,0.6,17.4
33567,44741.336110000004,0.69,16.8
33568,44741.33958,0.65,14.6
33569,44741.34306,0.74,15.4
33570,44741.34653,0.72,13.7
33571,44741.35,0.49,13.9
33572,44741.35347,0.58,16.6
33573,44741.35694,0.69,15.3
33574,44741.36042,0.71,16.1
33575,44741.37083,0.59,13.4
33576,44741.37431,0.59,15.6
33577,44741.37778,0.63,18.6
33578,44741.38125,0.7,17.5
33579,44741.38472,0.64,14.7
33580,44741.38819,0.6,15.7
33581,44741.39167,0.62,15.5
33582,44741.39514,1.1,17.4
33583,44741.398610000004,1.0,16.5
33584,44741.40208,0.86,16.7
33585,44741.40556,0.92,17.0
33586,44741.40903,0.98,18.7
33587,44741.4125,0.64,18.1
33588,44741.41597,0.55,17.6
33589,44741.41944,0.52,15.5
33590,44741.42292,0.49,18.7
33591,44741.42639,0.52,14.8
33592,44741.429860000004,0.6,19.2
33593,44741.43333,0.51,18.3
33594,44741.43681,0.51,15.5
33595,44741.44028,0.44,17.9
33596,44741.44375,0.49,18.9
33597,44741.44722,0.48,20.4
33598,44741.45069,0.46,18.7
33602,44741.46458,0.43,13.9
33623,44741.55139,0.43,17.8
33673,44741.77708,3.79,17.8
33702,44741.93681,0.97,17.7
33703,44741.94028,1.55,17.5
33705,44741.94722,0.53,14.9
33707,44741.95417,0.54,16.2
33709,44741.961110000004,0.57,16.3
33710,44741.96458,0.59,39.2
33711,44741.96806,0.66,19.8
33712,44741.97153,0.59,18.3
33713,44741.975,0.53,0.1
33714,44741.97847,0.52,18.3
33715,44741.98889,0.54,17.1
33716,44741.992360000004,0.48,17.5
33717,44741.99583,0.46,14.7
33718,44741.99931,0.45,16.9
33719,44742.00278,0.53,15.6
33720,44742.00625,0.49,13.4
33721,44742.00972,0.57,13.7
33722,44742.01319,0.51,11.6
33723,44742.01667,0.51,11.4
33724,44742.02014,0.58,11.2
33725,44742.023610000004,0.56,10.2
33726,44742.02708,0.76,11.5
33727,44742.03056,0.86,13.8
33728,44742.03403,0.78,12.8
33729,44742.0375,0.66,11.3
33730,44742.04097,0.69,12.4
33731,44742.04444,0.71,11.8
33732,44742.04792,0.65,13.0
33733,44742.05139,0.79,13.6
33734,44742.054860000004,0.8,0.1
33735,44742.06528,0.75,0.1
33739,44742.09653,0.53,12.8
33740,44742.1,0.59,11.1
33741,44742.10347,0.53,11.2
33742,44742.10694,0.5,11.0
33743,44742.11042,0.47,10.4
33744,44742.11389,0.62,11.3
33745,44742.117360000004,0.56,10.9
33746,44742.12083,0.73,9.3
33747,44742.12431,0.61,8.0
33748,44742.12778,0.79,8.7
33749,44742.13125,0.76,8.9
33750,44742.13472,0.73,10.3
33759,44742.17292,0.67,11.3
33760,44742.17639,0.58,9.7
33761,44742.179860000004,0.62,11.2
33762,44742.18333,0.62,10.4
33763,44742.18681,0.68,14.0
33764,44742.19028,0.68,13.9
33765,44742.19375,0.74,12.3
33766,44742.19722,0.83,12.0
33768,44742.20417,1.06,11.3
33769,44742.21806,0.91,9.1
33772,44742.22847,0.87,10.4
33773,44742.23194,0.96,13.0
33774,44742.23542,1.08,12.5
33775,44742.23889,1.03,8.4
33776,44742.242360000004,0.96,14.5
33777,44742.24583,0.93,12.4
33778,44742.24931,0.74,11.5
33779,44742.25972,0.86,12.0
33780,44742.26319,0.8,13.7
33781,44742.273610000004,0.52,11.5
